ID,Name,PurchasePrice,SellingPrice,Quantity,Type,AdditionalInfo1,AdditionalInfo2
TO102,Drone Writer,14000.0,20000.0,230,Toy,Harris Inc,Lisa Cline
ST107,Marker Study,166000.0,255000.0,158,Stationary,Wilkerson-Lester,Johnny Nielsen
BO108,Sci-Fi As,366000.0,482000.0,342,Book,"Acosta, Brewer and Collier",Debra Summers
BO109,Self-help Hotel,80000.0,119000.0,495,Book,"Howard, Stevens and Sanchez",Caitlyn Mcgrath
ST108,Tape They,216000.0,344000.0,25,Stationary,"Nunez, Mathis and Abbott",Alexis Thompson
BO110,Self-help Decide,357000.0,497000.0,389,Book,"Dougherty, Brooks and Gibson",Michele Martin
BO111,Fantasy She,44000.0,78000.0,95,Book,Kane-Arnold,Nicholas Avery
BO112,Fantasy Next,375000.0,563000.0,274,Book,"Chavez, Duffy and Smith",Gerald Johnson
ST109,Marker Buy,445000.0,662000.0,215,Stationary,Clark-Weber,Ashley Lynch
TO103,Scooter Argue,452000.0,608000.0,231,Toy,Fox LLC,Lisa Barker
BO113,Fantasy Sport,112000.0,194000.0,216,Book,Jackson-Medina,Travis Pope
BO114,Self-help Few,122000.0,167000.0,475,Book,"Welch, Collins and Strong",Helen Lee
ST110,Pen Official,322000.0,520000.0,25,Stationary,Evans Group,Randall Chen
ST111,Scissors Girl,37000.0,64000.0,38,Stationary,"Wilson, Hickman and Hester",Karen George
TO104,Lego Set Actually,312000.0,501000.0,411,Toy,"Brown, Ayers and Romero",Christopher Dixon
ST112,Tape Scene,187000.0,231000.0,388,Stationary,Vega PLC,Jill Smith
BO115,Mystery Novel Produce,271000.0,431000.0,316,Book,Miles and Sons,Kimberly Glenn
TO105,Drone Religious,134000.0,199000.0,292,Toy,"Peterson, Lowe and Perry",Kim Strickland
BO116,Biography Put,131000.0,219000.0,344,Book,Hardy Group,Alan Castro
TO106,Scooter Summer,423000.0,736000.0,270,Toy,Hamilton-Lowery,Richard Thomas
TO107,Barbie Doll Maybe,471000.0,782000.0,190,Toy,Fletcher-Holt,Daniel Fisher
TO108,Playset Reality,108000.0,152000.0,470,Toy,"Morales, Calderon and Molina",Richard Velasquez
ST113,Tape Every,99000.0,138000.0,351,Stationary,"Jones, White and Rojas",Ashley Alexander
BO117,Fantasy Professional,356000.0,466000.0,231,Book,"Blanchard, Hoffman and Bell",Pamela Castro
TO109,Drone Station,283000.0,470000.0,248,Toy,Hines Inc,William Hernandez
BO118,Self-help Girl,48000.0,65000.0,99,Book,"Manning, Moore and Armstrong",Virginia Rodriguez
ST114,Scissors Card,369000.0,561000.0,437,Stationary,"Carter, Turner and Jones",Kevin Weber
BO119,Biography Many,106000.0,166000.0,122,Book,Roberts-Lawrence,Christopher Allen
BO120,Self-help Enjoy,171000.0,285000.0,112,Book,Davis-Zimmerman,Amy Lynch
BO121,Biography Commercial,23000.0,31000.0,321,Book,"Moreno, Howard and Lowery",Robin Young
ST115,Scissors Himself,277000.0,485000.0,73,Stationary,Fleming-King,Johnny Baxter
TO110,Playset Upon,378000.0,455000.0,301,Toy,Dougherty Inc,Michael Davis
BO122,Biography Book,66000.0,89000.0,253,Book,Ryan LLC,Elizabeth Morris
TO111,Playset Smile,343000.0,589000.0,347,Toy,Scott-Freeman,Shaun Lee
ST116,Notebook Best,342000.0,574000.0,266,Stationary,Scott-Hardin,Lee Levine
TO112,Barbie Doll Would,488000.0,840000.0,98,Toy,"Howard, Lucas and Freeman",Matthew Powell
ST117,Notebook Reflect,494000.0,640000.0,396,Stationary,Thompson-Davis,Philip Hoover
TO113,Lego Set Throughout,432000.0,632000.0,283,Toy,Hamilton-Bailey,Jim Hernandez
ST118,Scissors Small,23000.0,41000.0,269,Stationary,Turner and Sons,Tina Stephens
BO123,Fantasy Cold,273000.0,441000.0,265,Book,"Williams, Bentley and Casey",Matthew Small
BO124,Self-help Cold,188000.0,280000.0,125,Book,James Group,Charles Perkins
TO114,Lego Set Foot,202000.0,311000.0,363,Toy,Lopez PLC,Amy Romero
BO125,Self-help Week,329000.0,484000.0,56,Book,"Bush, Garcia and Hart",Robin Goodwin
BO126,Biography Little,57000.0,72000.0,93,Book,"Harris, Johnson and Stout",Michael Pittman
ST119,Tape Chair,98000.0,162000.0,34,Stationary,Carter-Hunt,Jeremy Wallace
BO127,Fantasy Still,87000.0,155000.0,187,Book,"Fernandez, Fuller and Clark",Sean Patel
ST120,Notebook Family,322000.0,532000.0,163,Stationary,"Burns, Owens and Miller",David Andersen
ST121,Pen How,213000.0,286000.0,38,Stationary,Foster-King,Brandi Larson
BO128,Fantasy Off,221000.0,284000.0,373,Book,Wilson and Sons,Joshua Howard
BO129,Mystery Novel Law,319000.0,573000.0,213,Book,Lang Inc,Michael Gross
ST122,Pen Compare,477000.0,629000.0,433,Stationary,Herman-Smith,Terry Peterson
TO115,RC Car Quickly,474000.0,844000.0,79,Toy,"Andrade, Brown and Sullivan",John Avila
BO130,History City,14000.0,24000.0,286,Book,"Stephenson, Morgan and Smith",Robert Lee
BO131,History Value,326000.0,448000.0,100,Book,"Ward, Williams and Watts",Sandra Perkins
BO132,Self-help Candidate,460000.0,743000.0,148,Book,"Howell, Rios and Valdez",Daniel Miller
BO133,Fantasy Loss,128000.0,198000.0,202,Book,Snyder Ltd,Stephen Hurley
BO134,Biography Commercial,285000.0,370000.0,451,Book,Cochran-Wilson,Ashley Fitzgerald
TO116,Drone Truth,6000.0,10000.0,369,Toy,Gonzalez and Sons,Michael Frazier
BO135,Fantasy Moment,398000.0,485000.0,341,Book,Hughes-Cortez,Andrea Franco
TO117,Lego Set Throw,353000.0,490000.0,357,Toy,Joseph Group,Danny Johnson
TO118,Scooter Establish,356000.0,491000.0,392,Toy,"Cowan, Clark and Wilson",Chelsea Adams
BO136,Fantasy Able,22000.0,37000.0,44,Book,"Ramos, Scott and Martinez",Clinton Williamson
TO119,RC Car Sit,476000.0,750000.0,122,Toy,"Carrillo, Mcdonald and White",Shannon Rivera
TO120,Lego Set Yourself,169000.0,295000.0,451,Toy,"Trujillo, Bell and Peterson",Brittney Rodriguez
TO121,Drone Where,398000.0,675000.0,398,Toy,Duarte-Krause,Katrina Young
ST123,Pen Issue,288000.0,517000.0,463,Stationary,Gardner-Brown,Frank Hicks
ST124,Scissors Beyond,286000.0,495000.0,471,Stationary,"Chapman, Hernandez and Cross",Christina Ochoa
TO122,Lego Set Travel,237000.0,332000.0,60,Toy,Khan-Davis,Jacob Wright
BO137,Biography Ago,25000.0,44000.0,231,Book,"Erickson, Nichols and Black",James Ritter
ST125,Notebook Thousand,266000.0,417000.0,292,Stationary,Yu Inc,Jennifer Taylor
BO138,Mystery Novel Enter,425000.0,645000.0,333,Book,"Edwards, Ramirez and Ferguson",Pamela Boone
ST126,Notebook Necessary,396000.0,622000.0,89,Stationary,Simon-Lane,Charles Kerr
TO123,RC Car Me,106000.0,186000.0,437,Toy,Kennedy Ltd,Jessica Jackson
BO139,Sci-Fi Agree,144000.0,193000.0,331,Book,"Wilkinson, Ellison and Costa",Kenneth Davis
TO124,Scooter Sign,448000.0,761000.0,477,Toy,"Sullivan, Powers and Leach",Chris Jones
ST127,Notebook Herself,457000.0,587000.0,384,Stationary,Jackson Ltd,Karen Freeman
TO125,Playset Successful,191000.0,230000.0,78,Toy,Harrell-Brown,Phyllis Callahan
BO140,Fantasy Own,491000.0,862000.0,173,Book,Sampson and Sons,Reginald Oliver
ST128,Tape Event,40000.0,51000.0,223,Stationary,"Obrien, Nelson and Madden",Sonya Nelson
BO141,Biography Future,38000.0,67000.0,315,Book,"Carlson, Flores and Lucas",Catherine Kelly
TO126,Drone Authority,486000.0,731000.0,121,Toy,Schwartz and Sons,Earl Branch
BO142,Biography Community,222000.0,385000.0,330,Book,Moody LLC,Pamela Thompson
ST129,Stapler Capital,435000.0,669000.0,310,Stationary,"Santiago, Martinez and Macias",Steven Young
BO143,Self-help Myself,277000.0,381000.0,19,Book,Luna Group,Lawrence Jordan
ST130,Marker Million,103000.0,180000.0,60,Stationary,Smith and Sons,James Cordova
BO144,Self-help Resource,493000.0,738000.0,355,Book,"Williams, Smith and Coleman",Larry Smith
ST131,Scissors Subject,266000.0,450000.0,439,Stationary,Jenkins and Sons,Brian Martin
BO145,Fantasy Whatever,150000.0,231000.0,75,Book,"Watson, Smith and Christensen",John Hogan
BO146,Mystery Novel Serious,499000.0,678000.0,166,Book,"Myers, Armstrong and Lane",Bryan Stewart
ST132,Stapler Election,40000.0,49000.0,183,Stationary,Nguyen-Allen,Cody Lopez
TO127,Scooter Truth,194000.0,259000.0,77,Toy,"Roberts, Park and Moses",Christopher Guzman
TO128,Scooter Consumer,211000.0,308000.0,295,Toy,"Myers, Mejia and Smith",Jill Hall
BO147,Mystery Novel Sound,136000.0,211000.0,408,Book,Roy-Stevens,Joseph Lee
ST133,Marker Fear,186000.0,315000.0,21,Stationary,"Davila, Garcia and Freeman",Michelle Morales
ST134,Tape Plan,373000.0,657000.0,47,Stationary,"Solis, Newton and Sanchez",Courtney Stewart
BO148,Fantasy He,351000.0,549000.0,250,Book,Pena-Morgan,Kelly Coleman
ST135,Stapler Decision,123000.0,198000.0,166,Stationary,Chavez PLC,Steven Rogers
TO129,Playset Sister,183000.0,283000.0,86,Toy,Kelley PLC,Melissa Moss
BO149,History Baby,474000.0,571000.0,264,Book,Mclaughlin-Johnson,Eric Rodriguez MD
TO130,Drone Provide,460000.0,573000.0,390,Toy,Wilson Group,Jeremy Smith
BO150,History Political,426000.0,513000.0,46,Book,"Liu, Davis and Hoover",Emily Martin
ST136,Marker Pass,185000.0,271000.0,120,Stationary,Byrd Group,Margaret Craig
ST137,Notebook Simple,499000.0,773000.0,294,Stationary,"Ramirez, Davis and Combs",Natalie Smith
TO131,Lego Set Two,250000.0,418000.0,88,Toy,"Smith, Morse and Kim",Melissa Becker
ST138,Scissors College,316000.0,421000.0,105,Stationary,"Bailey, Jackson and Simpson",Kimberly Lewis
BO151,Sci-Fi Physical,288000.0,498000.0,293,Book,Leonard PLC,Michelle Meyer
BO152,Sci-Fi Draw,233000.0,330000.0,130,Book,Duran Group,Kyle Wade
TO132,Playset Family,145000.0,224000.0,185,Toy,Patrick PLC,Allison Shepherd
BO153,Self-help Reduce,478000.0,615000.0,201,Book,"Page, Suarez and Oconnor",Aaron Pope
ST139,Tape Staff,379000.0,658000.0,320,Stationary,"Zuniga, Mora and Baker",Bianca Brown
TO133,Scooter Cell,128000.0,201000.0,482,Toy,Cunningham-Moore,Christopher Prince
ST140,Pen Animal,130000.0,168000.0,17,Stationary,Bradford PLC,Marilyn Morgan
TO134,Scooter Short,304000.0,371000.0,99,Toy,Olsen-Collier,Michele Woods
ST141,Tape Four,250000.0,438000.0,96,Stationary,"Dickson, Chambers and Ayala",Ruben Hart
TO135,Drone Serve,334000.0,595000.0,144,Toy,"Gomez, Thompson and Reed",Stephanie Cardenas
ST142,Tape Television,444000.0,796000.0,470,Stationary,Ford Ltd,Roy Clayton
BO154,Biography Hear,220000.0,378000.0,266,Book,Mccullough LLC,Nancy Trevino
BO155,Sci-Fi Though,222000.0,392000.0,425,Book,Fleming and Sons,Heather Johnson
ST143,Stapler Capital,235000.0,318000.0,247,Stationary,"Gates, Kennedy and Brown",Paige Watson
BO156,Self-help Us,370000.0,452000.0,190,Book,Harris-Martin,Brianna Powers
BO157,Fantasy Effort,259000.0,378000.0,498,Book,"Webb, Owens and Coleman",Regina Jacobs
TO136,RC Car Blue,227000.0,322000.0,440,Toy,Miller-Williams,Michael Conley
TO137,Lego Set Before,212000.0,359000.0,383,Toy,"Hardy, Wilson and Lucas",Ryan Savage
BO158,Self-help Reflect,268000.0,412000.0,216,Book,Case and Sons,Joseph Carroll
TO138,Lego Set Group,277000.0,360000.0,469,Toy,Soto-Harrell,Anthony Parker
ST144,Stapler Receive,497000.0,817000.0,434,Stationary,Bond-Brown,Nicholas Lucas
BO159,Self-help Population,186000.0,246000.0,169,Book,"Webster, Stephenson and Lopez",Melissa Acosta
ST145,Notebook Story,498000.0,737000.0,497,Stationary,"Terrell, Williams and Maldonado",James Allen
TO139,Barbie Doll Purpose,200000.0,346000.0,80,Toy,"Martinez, Williams and James",Kelly Casey
TO140,Playset Else,193000.0,290000.0,487,Toy,Hughes and Sons,Anthony Smith
BO160,History Keep,18000.0,25000.0,113,Book,Ramirez and Sons,Jill Leblanc
BO161,Fantasy Something,244000.0,315000.0,429,Book,"Alexander, Ford and Rodriguez",Morgan Ball
ST146,Notebook White,438000.0,619000.0,135,Stationary,Jacobs-Cook,Charles Thomas
BO162,Biography Enjoy,123000.0,175000.0,142,Book,White-Mccarty,Peter Walters
BO163,Self-help Commercial,265000.0,389000.0,145,Book,"Cordova, Kelley and Cox",Elizabeth Ingram
BO164,History Stage,431000.0,763000.0,10,Book,"Thompson, Garcia and Cooper",Brandon Pittman
ST147,Scissors Win,205000.0,316000.0,291,Stationary,Moore-May,Elizabeth Wilson
ST148,Marker Dark,243000.0,375000.0,455,Stationary,"Stephenson, Chan and Lynch",Joanna Gutierrez
ST149,Pen Tough,224000.0,297000.0,80,Stationary,Parks-Johnson,Eduardo Martin
TO141,Playset Collection,418000.0,625000.0,290,Toy,"Black, Ford and Miller",Amanda Bishop
BO165,Self-help State,176000.0,278000.0,402,Book,"Patterson, Hughes and Ross",Grant Horton
BO166,Biography Child,161000.0,240000.0,65,Book,Parker-Olsen,Anna Young
TO142,Playset Financial,239000.0,386000.0,370,Toy,Valentine-Bennett,Ashley Edwards
TO143,Lego Set Player,323000.0,441000.0,94,Toy,"Davis, Bradley and Smith",John Washington Jr.
BO167,Biography Social,373000.0,620000.0,481,Book,Santiago PLC,Kayla Ramirez
TO144,Barbie Doll First,120000.0,155000.0,320,Toy,"Oconnor, Martinez and Hudson",Lucas Davis
ST150,Marker Time,158000.0,218000.0,84,Stationary,Stephenson PLC,Aaron Murphy
BO168,Mystery Novel Too,209000.0,350000.0,303,Book,"Newton, Davies and West",Jennifer Thompson
TO145,Lego Set Necessary,456000.0,556000.0,110,Toy,Serrano Group,Douglas Contreras
BO169,Self-help Follow,249000.0,344000.0,295,Book,Wright-King,Michael Davis
BO170,Fantasy Idea,143000.0,206000.0,321,Book,Wilson-Miller,Sean Sanders
ST151,Pen Threat,166000.0,201000.0,227,Stationary,White-Torres,Justin Coleman
ST152,Pen Hard,63000.0,92000.0,446,Stationary,Johnson LLC,Ryan Willis
TO146,RC Car My,24000.0,32000.0,207,Toy,Ellis Group,Willie Harding
ST153,Pen Down,177000.0,305000.0,55,Stationary,"Wallace, Brown and Anderson",Richard Williams
ST154,Pen Within,211000.0,273000.0,57,Stationary,Farmer Group,Amy Martin
ST155,Notebook Model,209000.0,303000.0,187,Stationary,Bond Inc,Jennifer Bass
ST156,Notebook Travel,372000.0,581000.0,37,Stationary,"Schwartz, Alexander and Gray",Lisa Olson
ST157,Stapler Nation,431000.0,668000.0,83,Stationary,Rodriguez LLC,Karen Hayes
ST158,Scissors There,383000.0,621000.0,480,Stationary,Turner PLC,Zachary Thomas
ST159,Marker Loss,420000.0,621000.0,145,Stationary,Hill Group,Maria Bush
BO171,Self-help Understand,168000.0,296000.0,478,Book,Butler-Soto,Matthew Morrison
BO172,Biography Door,44000.0,59000.0,64,Book,Hickman LLC,Claudia Jackson
TO147,Playset Scene,320000.0,546000.0,115,Toy,Liu Ltd,Christine Powell
ST160,Pen Magazine,159000.0,262000.0,330,Stationary,Gonzales and Sons,Adam Davila
TO148,RC Car Prevent,247000.0,342000.0,428,Toy,Tucker-Chavez,Terri Black
TO149,Lego Set Five,121000.0,209000.0,276,Toy,"Elliott, Ramirez and Baldwin",Dennis Torres
ST161,Tape Quite,417000.0,591000.0,313,Stationary,Simmons PLC,John Campbell
ST162,Stapler Federal,134000.0,186000.0,211,Stationary,"Marshall, Meyers and Wise",Lori Miller MD
BO173,Self-help Experience,484000.0,605000.0,324,Book,Ashley-Thompson,Bryan Woodard
BO174,Self-help Window,295000.0,463000.0,485,Book,Roberts-Long,Jeffrey Snyder
BO175,Self-help Local,391000.0,594000.0,441,Book,Weber-Allen,Cassandra Navarro
ST163,Marker Dog,313000.0,391000.0,367,Stationary,Boyd-Lowery,Tina Hernandez
TO150,RC Car Sit,55000.0,88000.0,497,Toy,Lopez Group,Ms. Michelle Hill
BO176,Fantasy Throughout,477000.0,706000.0,324,Book,Ball LLC,Matthew Hart
ST164,Notebook Responsibility,389000.0,672000.0,345,Stationary,"Davis, Tapia and Collins",Theresa Velez
TO151,RC Car Prove,231000.0,323000.0,451,Toy,"Smith, Davidson and Keith",Wesley Phillips
TO152,Barbie Doll Education,270000.0,415000.0,477,Toy,"Chang, Spencer and Collins",Christopher Werner
ST165,Scissors Over,491000.0,766000.0,406,Stationary,Webster-Chung,Susan Carroll
BO177,Sci-Fi Feel,94000.0,165000.0,117,Book,Moran LLC,Cassandra Ramirez
ST166,Pen Building,486000.0,842000.0,219,Stationary,Richardson-Richmond,Jeremy Taylor
BO178,Mystery Novel Time,124000.0,195000.0,237,Book,"Clark, Baker and Stone",Mary Meyer
TO153,Barbie Doll Hand,49000.0,59000.0,71,Toy,"Wood, Garner and Tate",Matthew Hernandez
TO154,Drone Work,111000.0,198000.0,39,Toy,Singleton Ltd,Benjamin Johnson
TO155,RC Car Simple,230000.0,313000.0,126,Toy,Morris-Fields,Dylan Silva
ST167,Marker Check,355000.0,602000.0,298,Stationary,"Cole, Caldwell and Marsh",Daniel Taylor
ST168,Tape Kind,184000.0,247000.0,202,Stationary,Gonzalez-Harmon,Jeremy Blackburn
ST169,Notebook Perhaps,97000.0,127000.0,56,Stationary,Miller-Evans,Brian Richards
TO156,Scooter Agreement,47000.0,64000.0,120,Toy,Reyes-Martinez,Laura Brown
BO179,Sci-Fi Group,304000.0,474000.0,282,Book,Mcconnell Ltd,Walter Flores
ST170,Marker Past,454000.0,678000.0,380,Stationary,Weber-Johnson,Thomas Berry
TO157,Barbie Doll Both,189000.0,321000.0,407,Toy,Chavez-Solis,James Johnson
BO180,Self-help Debate,295000.0,494000.0,336,Book,Brown-Gibson,Amanda Richards
TO158,Drone Billion,252000.0,348000.0,457,Toy,Nelson Group,Robert Jones
TO159,Barbie Doll Subject,220000.0,351000.0,150,Toy,Hernandez-Powell,Joshua Beck
BO181,History Protect,399000.0,686000.0,221,Book,Craig-Williams,Tracy Palmer
ST171,Tape Eye,273000.0,460000.0,256,Stationary,Jackson Group,Katrina Sexton
BO182,Sci-Fi Enter,119000.0,143000.0,252,Book,"Bell, Hunt and Orozco",William Hensley
ST172,Notebook Up,368000.0,630000.0,434,Stationary,Mcintosh-Kirby,Barbara Curtis
BO183,Biography Determine,75000.0,93000.0,472,Book,"Zimmerman, Farrell and Burton",Eric Davis
TO160,Drone That,451000.0,672000.0,497,Toy,"Williams, Owen and Harmon",Maurice Jones
TO161,Playset Health,442000.0,762000.0,371,Toy,"Wyatt, Moss and Dean",Tiffany Leach
TO162,Barbie Doll Energy,423000.0,574000.0,94,Toy,Morgan LLC,Austin Butler
ST173,Stapler Within,288000.0,363000.0,390,Stationary,Wilson-Roberson,Barry Nichols
TO163,Barbie Doll Week,298000.0,529000.0,156,Toy,Johnson PLC,Stephanie Mendez
TO164,RC Car Painting,35000.0,46000.0,80,Toy,"Parker, Smith and Cole",James Wright
TO165,Barbie Doll Finish,401000.0,574000.0,14,Toy,Wall-Hart,Edward Ball
BO184,History Easy,340000.0,481000.0,247,Book,Simpson-Booth,Christina Mitchell
ST174,Stapler Right,39000.0,49000.0,26,Stationary,Nguyen Group,Karla Evans
BO185,Biography Suffer,477000.0,705000.0,496,Book,"Daniels, Castro and Brown",Brooke Parks
ST175,Tape Customer,406000.0,667000.0,64,Stationary,Espinoza-Hart,Jamie Underwood
BO186,History Resource,43000.0,71000.0,65,Book,"Hansen, Stevenson and Beasley",Jason Watkins
ST176,Scissors Within,314000.0,454000.0,385,Stationary,Hernandez-Alexander,Katherine Rodriguez
ST177,Marker Social,377000.0,514000.0,247,Stationary,Patterson-Peterson,Mrs. Teresa Turner
TO166,Playset Listen,363000.0,653000.0,173,Toy,Anderson-Smith,Daniel Lang
BO187,Fantasy Project,84000.0,128000.0,184,Book,Dean PLC,Bradley Morse
TO167,Scooter Use,330000.0,556000.0,299,Toy,Brooks-Garrison,Ryan Mcgee
BO188,Sci-Fi Might,16000.0,22000.0,459,Book,Mcdonald LLC,Denise Calhoun
BO189,Biography Certain,423000.0,643000.0,473,Book,Jones and Sons,Jessica Peterson
TO168,Scooter His,498000.0,635000.0,410,Toy,Palmer-Jordan,Alan Anderson
ST178,Pen Back,363000.0,546000.0,420,Stationary,Anderson-Carter,Rebecca Cortez
ST179,Marker Fast,420000.0,663000.0,223,Stationary,Ross-Bush,Anne Adams
TO169,Playset Coach,431000.0,588000.0,423,Toy,Young Inc,William Spencer
ST180,Tape Somebody,276000.0,333000.0,411,Stationary,Rodriguez-Jones,James Carter
TO170,Lego Set Up,386000.0,667000.0,36,Toy,Acosta PLC,Morgan Velasquez
TO171,Drone Fight,162000.0,268000.0,187,Toy,"Walker, Chandler and Reese",Edward Hernandez
ST181,Notebook Apply,238000.0,304000.0,255,Stationary,"Robertson, Davis and Velez",Christina Nelson
TO172,RC Car Toward,38000.0,52000.0,49,Toy,Robbins-Williams,Randy Navarro
BO190,Self-help Everybody,208000.0,292000.0,25,Book,"Mcgee, Black and Melton",Brandon Adams
BO191,History Well,36000.0,64000.0,35,Book,Blackwell-Price,Michael Boyd
ST182,Scissors Human,482000.0,824000.0,89,Stationary,"Nichols, Mayo and Hamilton",Sarah Thomas
TO173,Drone Mother,270000.0,371000.0,357,Toy,Miller Ltd,Linda Thomas
TO174,Lego Set Small,175000.0,271000.0,443,Toy,Flores Inc,Samuel Clark
BO192,Self-help Billion,305000.0,418000.0,89,Book,"Stewart, Atkinson and James",Michael Molina
TO175,Drone Music,69000.0,122000.0,47,Toy,Little-Newman,Rachel Tran
TO176,RC Car Maybe,374000.0,556000.0,407,Toy,"Hunter, White and Johnson",William Elliott
BO193,Fantasy Piece,138000.0,194000.0,442,Book,"Evans, Gonzalez and Parsons",Amber Scott
ST183,Stapler Investment,311000.0,415000.0,220,Stationary,"Miles, Neal and Williams",Amanda Pena
TO177,Lego Set Size,74000.0,114000.0,191,Toy,Bennett-Johnson,Shannon Rodriguez
ST184,Tape Population,279000.0,406000.0,319,Stationary,"Potter, Lutz and Horton",Kelly Mccormick
BO194,Fantasy Wish,144000.0,185000.0,435,Book,Long-Wolf,Devin Patel
TO178,Playset Pass,475000.0,571000.0,151,Toy,Rogers-Kirby,Samantha Cortez
ST185,Scissors Various,174000.0,304000.0,411,Stationary,Robinson Ltd,Christina Miller
BO195,Self-help Realize,471000.0,691000.0,408,Book,"Ramsey, Bryant and Johnson",Gregory Mcclure
TO179,Lego Set When,198000.0,251000.0,193,Toy,"Morgan, Powell and Sullivan",Allison Espinoza
BO196,Fantasy During,493000.0,604000.0,490,Book,Howard-Campbell,James Velez
TO180,Scooter South,416000.0,662000.0,99,Toy,"Aguirre, Woods and Perez",Yvonne Mccarthy
BO197,Self-help School,410000.0,676000.0,415,Book,Watkins-Fritz,Dana Campbell
ST186,Stapler I,177000.0,276000.0,110,Stationary,Rivers-Osborne,Jose Brown
ST187,Notebook Performance,34000.0,58000.0,55,Stationary,Bailey Ltd,Theodore Griffin
BO198,Self-help Run,30000.0,46000.0,261,Book,Carlson Group,Patrick Sanders
TO181,Scooter Forward,11000.0,16000.0,223,Toy,"Perez, Matthews and Henderson",Joshua Moore
BO199,Self-help Should,91000.0,163000.0,455,Book,Mills-Davis,William Gallagher
BO200,History List,89000.0,127000.0,480,Book,Hill-Lloyd,Roberto Bowen
TO182,Lego Set Interest,107000.0,163000.0,188,Toy,Carpenter-Williams,Connie Bryant
TO183,Barbie Doll Light,475000.0,616000.0,233,Toy,Moore-Mccann,Janice Silva
BO201,Sci-Fi Consider,280000.0,488000.0,356,Book,Jimenez-Rosario,Amanda Mccoy
TO184,Drone Body,324000.0,513000.0,434,Toy,Shannon PLC,Dr. Richard Flores
ST188,Stapler Kitchen,234000.0,374000.0,452,Stationary,Johnson and Sons,Madison Fernandez
BO202,History Try,88000.0,153000.0,476,Book,"Mitchell, Reyes and Holmes",Amber Bates
ST189,Tape Tonight,6000.0,11000.0,288,Stationary,Thompson Inc,Pamela Williams
ST190,Scissors Only,487000.0,617000.0,392,Stationary,Reynolds-Reid,James Flores
TO185,Barbie Doll Rather,207000.0,289000.0,40,Toy,Leach PLC,Dwayne Banks
BO203,Mystery Novel Safe,90000.0,156000.0,44,Book,Ray-Edwards,Emily Meyer
TO186,Scooter This,241000.0,397000.0,440,Toy,Ortega-Mooney,Bill Young
TO187,Barbie Doll Song,349000.0,460000.0,159,Toy,Porter-Gamble,Matthew Ramos
TO188,Scooter Hair,306000.0,412000.0,249,Toy,Curtis and Sons,Ryan Lawson
BO204,Fantasy Upon,156000.0,239000.0,306,Book,Vasquez-Hernandez,Timothy Wilson
ST191,Notebook War,69000.0,108000.0,122,Stationary,"Kelley, Yates and Wells",Christina Garcia
BO205,History Detail,398000.0,509000.0,158,Book,"Wilson, Mccall and Key",Alan Ruiz
ST192,Pen Thought,291000.0,521000.0,155,Stationary,Hall-Davis,Lauren Cain
BO206,Sci-Fi Suddenly,173000.0,240000.0,401,Book,Jimenez-Nunez,Jacqueline Cortez
BO207,Fantasy Available,54000.0,96000.0,194,Book,Scott-Brown,Scott Mccarthy
ST193,Marker Field,361000.0,461000.0,135,Stationary,"Hartman, Adams and Morgan",Jeffrey Lee
TO189,RC Car Them,281000.0,416000.0,51,Toy,Simpson Inc,Jeffrey Spears
ST194,Notebook From,435000.0,572000.0,81,Stationary,Torres-Delgado,Zachary Rogers
ST195,Stapler Mother,488000.0,610000.0,464,Stationary,"Hicks, Kane and Goodman",Shelby Travis
ST196,Scissors Behavior,19000.0,30000.0,290,Stationary,"Reed, Juarez and Burke",Samantha Moody
ST197,Marker Cost,348000.0,486000.0,300,Stationary,"Ford, Krause and Rose",Jill Randall
BO208,Biography Fly,180000.0,283000.0,205,Book,"Morrison, Jones and Fisher",Melinda Neal
TO190,Playset Grow,138000.0,210000.0,480,Toy,Mcclure and Sons,Lauren Chen
BO209,History Whether,307000.0,422000.0,83,Book,"Robles, Rodriguez and Jones",Andrew Williams
BO210,Biography Could,344000.0,502000.0,62,Book,"Nelson, Roberts and Gamble",Sara Obrien
BO211,Sci-Fi Hair,63000.0,111000.0,228,Book,"Edwards, Jones and Walker",Andre Swanson
ST198,Scissors Son,274000.0,488000.0,411,Stationary,Jackson Ltd,Sierra Sanders
BO212,Fantasy Allow,91000.0,159000.0,387,Book,"Klein, Rodriguez and Hunt",Jacob Hicks
TO191,Lego Set Six,88000.0,140000.0,419,Toy,David Group,Jeff Lee
TO192,Lego Set Good,330000.0,519000.0,62,Toy,Richards LLC,David Long
ST199,Stapler Information,295000.0,485000.0,449,Stationary,Beltran Group,Michael Johnson
TO193,Barbie Doll Establish,329000.0,536000.0,144,Toy,Baker PLC,Troy Hill
BO213,Sci-Fi Dark,176000.0,290000.0,59,Book,Barker-Price,Isaac Hanson
BO214,Mystery Novel Establish,485000.0,771000.0,442,Book,Jordan-Francis,Donald Hunter
BO215,Mystery Novel My,159000.0,200000.0,37,Book,Bishop-Scott,Christopher George
ST200,Pen A,254000.0,430000.0,401,Stationary,Smith and Sons,Stephanie Miller
TO194,Lego Set Under,112000.0,192000.0,295,Toy,"Carter, Ramirez and Golden",Tina Jenkins
BO216,Mystery Novel Deep,70000.0,116000.0,48,Book,Snyder-Sanchez,Nathan Kennedy
TO195,Lego Set Term,99000.0,129000.0,232,Toy,Rodgers-Smith,Victoria Cochran
